
> orchestrator@0.1.0 dev
> next dev

⚠ Warning: Next.js inferred your workspace root, but it may not be correct.
 We detected multiple lockfiles and selected the directory of /Users/dev/Documents/GeminiHackathon/package-lock.json as the root directory.
 To silence this warning, set `turbopack.root` in your Next.js config, or consider removing one of the lockfiles if it's not needed.
   See https://nextjs.org/docs/app/api-reference/config/next-config-js/turbopack#root-directory for more information.
 Detected additional lockfiles: 
   * /Users/dev/Documents/GeminiHackathon/orchestrator/package-lock.json

▲ Next.js 16.1.6 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://10.0.180.153:3000
- Environments: .env.local

✓ Starting...
✓ Ready in 683ms
 GET / 200 in 625ms (compile: 536ms, render: 89ms)
Firebase admin properly injected via root JSON key.
 GET /api/state 200 in 116ms (compile: 916µs, render: 115ms)
 GET /api/state 200 in 124ms (compile: 924µs, render: 123ms)
 GET /api/state 200 in 197ms (compile: 860µs, render: 196ms)
 GET /api/state 200 in 124ms (compile: 1057µs, render: 123ms)
 GET /api/state 200 in 117ms (compile: 825µs, render: 117ms)
 GET /api/state 200 in 116ms (compile: 896µs, render: 115ms)
 GET /api/state 200 in 225ms (compile: 834µs, render: 224ms)
 GET /api/state 200 in 166ms (compile: 841µs, render: 165ms)
 GET /api/state 200 in 300ms (compile: 787µs, render: 299ms)
 GET /api/state 200 in 163ms (compile: 998µs, render: 162ms)
 GET /api/state 200 in 224ms (compile: 1946µs, render: 222ms)
 GET /api/state 200 in 173ms (compile: 956µs, render: 172ms)
 GET /api/state 200 in 265ms (compile: 824µs, render: 265ms)
 GET /api/state 200 in 167ms (compile: 706µs, render: 166ms)
 GET /api/state 200 in 169ms (compile: 1090µs, render: 168ms)
 GET /api/state 200 in 171ms (compile: 872µs, render: 170ms)
 GET /api/state 200 in 165ms (compile: 726µs, render: 164ms)
 GET /api/state 200 in 114ms (compile: 1033µs, render: 113ms)
 GET /api/state 200 in 203ms (compile: 889µs, render: 202ms)
 GET /api/state 200 in 111ms (compile: 928µs, render: 110ms)
 GET /api/state 200 in 111ms (compile: 795µs, render: 110ms)
 GET /api/state 200 in 126ms (compile: 768µs, render: 125ms)
 GET /api/state 200 in 205ms (compile: 803µs, render: 204ms)
 GET /api/state 200 in 111ms (compile: 858µs, render: 110ms)
 GET /api/state 200 in 172ms (compile: 1007µs, render: 171ms)
 GET /api/state 200 in 146ms (compile: 970µs, render: 145ms)
 GET /api/state 200 in 113ms (compile: 948µs, render: 112ms)
 GET /api/state 200 in 116ms (compile: 898µs, render: 115ms)
 GET /api/state 200 in 215ms (compile: 838µs, render: 214ms)
 GET /api/state 200 in 113ms (compile: 831µs, render: 112ms)
 GET /api/state 200 in 111ms (compile: 1038µs, render: 110ms)
 GET /api/state 200 in 116ms (compile: 1237µs, render: 114ms)
 GET /api/state 200 in 212ms (compile: 835µs, render: 211ms)
 GET /api/state 200 in 110ms (compile: 884µs, render: 109ms)
 GET /api/state 200 in 118ms (compile: 932µs, render: 117ms)
 GET /api/state 200 in 112ms (compile: 905µs, render: 111ms)
 GET /api/state 200 in 185ms (compile: 962µs, render: 184ms)
 GET /api/state 200 in 115ms (compile: 976µs, render: 114ms)
 GET /api/state 200 in 126ms (compile: 791µs, render: 126ms)
 GET /api/state 200 in 196ms (compile: 908µs, render: 196ms)
 GET /api/state 200 in 108ms (compile: 801µs, render: 107ms)
 GET /api/state 200 in 113ms (compile: 1201µs, render: 112ms)
 GET /api/state 200 in 130ms (compile: 938µs, render: 129ms)
 GET /api/state 200 in 197ms (compile: 1158µs, render: 196ms)
 GET /api/state 200 in 161ms (compile: 692µs, render: 160ms)
 GET /api/state 200 in 121ms (compile: 1370µs, render: 120ms)
 GET /api/state 200 in 117ms (compile: 2ms, render: 115ms)
 GET /api/state 200 in 109ms (compile: 1080µs, render: 108ms)
 GET /api/state 200 in 255ms (compile: 1204µs, render: 253ms)
 GET /api/state 200 in 114ms (compile: 1088µs, render: 113ms)
 GET /api/state 200 in 157ms (compile: 1014µs, render: 156ms)
 GET /api/state 200 in 241ms (compile: 888µs, render: 240ms)
 GET /api/state 200 in 117ms (compile: 965µs, render: 116ms)
 GET /api/state 200 in 109ms (compile: 776µs, render: 108ms)
 GET /api/state 200 in 290ms (compile: 844µs, render: 289ms)
 GET /api/state 200 in 161ms (compile: 1027µs, render: 160ms)
 GET /api/state 200 in 125ms (compile: 1804µs, render: 123ms)
 GET /api/state 200 in 136ms (compile: 1814µs, render: 134ms)
 GET /api/state 200 in 221ms (compile: 954µs, render: 220ms)
 GET /api/state 200 in 175ms (compile: 862µs, render: 174ms)
 GET /api/state 200 in 176ms (compile: 806µs, render: 175ms)
